"","subj","native_lang","age","gender","trial_type","r1","r2","r3","r4","r5","r6"
"1767","A3ROADR7T6811","english",27,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places B and E.""%2CInvestigator 2 says%2C ""Place E.""%2CInvestigator 3 says%2C ""Places F%2C A%2C B%2C C and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '21168')"
"1768","A3ROADR7T6811","english",27,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes F and D.""%2CClassmate 2 says%2C ""Cafe D.""%2CClassmate 3 says%2C ""Cafe A.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '44759')"
"1770","A3ROADR7T6811","english",27,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '35480')",""
"1771","A3ROADR7T6811","english",27,"male","exit_quest","('know_conditons', 'he went to a cafe near by')","('know_conditons', 'john can get it from a cafe across the street ')","('difficult', 'it was somewhat difficult ')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '84504')"
"1772","A2XRE5QRJYDWDA","English",25,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '16474')","","","",""
"1773","A2XRE5QRJYDWDA","English",25,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '38936')",""
"1774","A2XRE5QRJYDWDA","English",25,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '50052')",""
"1775","A2XRE5QRJYDWDA","English",25,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2424')","","","",""
"1776","A2XRE5QRJYDWDA","English",25,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurants C and E.""%2CInspector 3 says%2C ""Restaurant F.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '47505')"
"1777","A2XRE5QRJYDWDA","English",25,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations A and D.""%2CCousin 2 says%2C ""Locations D and F.""%2CCousin 3 says%2C ""Location A.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '36867')"
"1778","A2XRE5QRJYDWDA","English",25,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The sixth floor.""%2CFirefighter 2 says%2C ""The fifth and second floors.""%2CFirefighter 3 says%2C ""The fifth floor.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '37260')"
"1779","A2XRE5QRJYDWDA","English",25,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '22484')",""
"1781","A2XRE5QRJYDWDA","English",25,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe E.""%2CClassmate 2 says%2C ""Cafe A.""%2CClassmate 3 says%2C ""Cafes E and B.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '20654')"
"1782","A2XRE5QRJYDWDA","English",25,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The South and North districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '32694')"
"1783","A2XRE5QRJYDWDA","English",25,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '27035')",""
"1785","A2XRE5QRJYDWDA","English",25,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall B.""%2CBrother 2 says%2C ""Stalls C%2C D%2C A%2C F and B.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '17107')"
"1786","A2XRE5QRJYDWDA","English",25,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store F.""%2CAdvisor 2 says%2C ""Store E.""%2CAdvisor 3 says%2C ""Stores A and F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19225')"
"1787","A2XRE5QRJYDWDA","English",25,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio A.""%2CCoworker 2 says%2C ""Studio B.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14213')"
"1788","A2XRE5QRJYDWDA","English",25,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '16003')",""
"1790","A2XRE5QRJYDWDA","English",25,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place E.""%2CInvestigator 2 says%2C ""Places F%2C A%2C B%2C C and E.""%2CInvestigator 3 says%2C ""Places F and A.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30202')"
"1791","A2XRE5QRJYDWDA","English",25,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diners A and E.""%2CFriend 3 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '24889')"
"1792","A2XRE5QRJYDWDA","English",25,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '25470')",""
"1794","A2XRE5QRJYDWDA","English",25,"female","exit_quest","('know_conditons', 'John found coffee at the coffee shop.')","('know_conditons', 'John can find coffee at the grocery store.')","('difficult', 'Yes%2C it was kind of confusing.')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '30236')"
"1795","A2AY6B0GQCB6BA","English",31,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '40792')","","","",""
"1796","A2AY6B0GQCB6BA","English",31,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '34465')",""
"1797","A2AY6B0GQCB6BA","English",31,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '26368')",""
"1798","A2AY6B0GQCB6BA","English",31,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '3149')","","","",""
"1799","A2AY6B0GQCB6BA","English",31,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Stores A and F.""%2CAdvisor 3 says%2C ""Stores E and B.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '44988')"
"1800","A2AY6B0GQCB6BA","English",31,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls C and D.""%2CBrother 3 says%2C ""Stalls A and B.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '29253')"
"1801","A2AY6B0GQCB6BA","English",31,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place E.""%2CInvestigator 2 says%2C ""Places F and A.""%2CInvestigator 3 says%2C ""Places B and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '25059')"
"1802","A2AY6B0GQCB6BA","English",31,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '27275')",""
"1804","A2AY6B0GQCB6BA","English",31,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F%2C E%2C D%2C C and B.""%2CCoworker 2 says%2C ""Studio A.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23767')"
"1805","A2AY6B0GQCB6BA","English",31,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurant F.""%2CInspector 3 says%2C ""Restaurants C and E.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '27697')"
"1806","A2AY6B0GQCB6BA","English",31,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '19752')",""
"1808","A2AY6B0GQCB6BA","English",31,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners A and E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners C and F.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16456')"
"1809","A2AY6B0GQCB6BA","English",31,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 3 says%2C ""The South and North districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30843')"
"1810","A2AY6B0GQCB6BA","English",31,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe A.""%2CClassmate 2 says%2C ""Cafes E%2C B%2C F%2C C and D.""%2CClassmate 3 says%2C ""Cafes E and B.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '52566')"
"1811","A2AY6B0GQCB6BA","English",31,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '29742')",""
"1813","A2AY6B0GQCB6BA","English",31,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth and second floors.""%2CFirefighter 2 says%2C ""The fourth and sixth floors.""%2CFirefighter 3 says%2C ""The fifth floor.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23845')"
"1814","A2AY6B0GQCB6BA","English",31,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations D and F.""%2CCousin 2 says%2C ""Location A.""%2CCousin 3 says%2C ""Location F.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18989')"
"1815","A2AY6B0GQCB6BA","English",31,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '29041')",""
"1817","A2AY6B0GQCB6BA","English",31,"female","exit_quest","('know_conditons', 'He found coffee at a coffee shop.\xc2\xa0')","('know_conditons', 'He can go to a coffee shop.\xc2\xa0')","('difficult', 'It was a little difficult because some of the answers were ambiguous.\xc2\xa0')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '62115')"
"1818","A219VCQZADQ45W","ENGLISH",65,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '3110')","","","",""
"1819","A219VCQZADQ45W","ENGLISH",65,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '30848')",""
"1820","A219VCQZADQ45W","ENGLISH",65,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '30908')",""
"1821","A219VCQZADQ45W","ENGLISH",65,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2312')","","","",""
"1822","A219VCQZADQ45W","ENGLISH",65,"female","low","('answers_reported', '')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '36862')"
"1823","A219VCQZADQ45W","ENGLISH",65,"female","high","('answers_reported', '')","('operative_A_chosen', 'no')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '45504')"
"1824","A219VCQZADQ45W","ENGLISH",65,"female","low","('answers_reported', '')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '21836')"
"1825","A219VCQZADQ45W","ENGLISH",65,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '27330')",""
"1827","A219VCQZADQ45W","ENGLISH",65,"female","high","('answers_reported', '')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26429')"
"1828","A219VCQZADQ45W","ENGLISH",65,"female","low","('answers_reported', '')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '22375')"
"1829","A219VCQZADQ45W","ENGLISH",65,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '37080')",""
"1831","A219VCQZADQ45W","ENGLISH",65,"female","high","('answers_reported', '')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30248')"
"1832","A219VCQZADQ45W","ENGLISH",65,"female","low","('answers_reported', '')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19040')"
"1833","A219VCQZADQ45W","ENGLISH",65,"female","high","('answers_reported', '')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26116')"
"1834","A219VCQZADQ45W","ENGLISH",65,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '30113')",""
"1836","A219VCQZADQ45W","ENGLISH",65,"female","low","('answers_reported', '')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '20770')"
"1837","A219VCQZADQ45W","ENGLISH",65,"female","high","('answers_reported', '')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '25178')"
"1838","A219VCQZADQ45W","ENGLISH",65,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '17711')",""
"1840","A219VCQZADQ45W","ENGLISH",65,"female","exit_quest","('know_conditons', 'AT STARBUCKS')","('know_conditons', 'AT STARBUCKS')","('difficult', 'NO. IT WAS CLEAR')","('anything_else', 'NO')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '291795')"
"1841","A3AY0315YWWNXY","English",27,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '14220')","","","",""
"1842","A3AY0315YWWNXY","English",27,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '37093')",""
"1843","A3AY0315YWWNXY","English",27,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '45799')",""
"1844","A3AY0315YWWNXY","English",27,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1662')","","","",""
"1845","A3AY0315YWWNXY","English",27,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The South and North districts.""%2COperative 3 says%2C ""The West district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '83141')"
"1846","A3AY0315YWWNXY","English",27,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stall E.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '131313')"
"1848","A3AY0315YWWNXY","English",27,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '19649')",""
"1849","A3AY0315YWWNXY","English",27,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store F.""%2CAdvisor 2 says%2C ""Store E.""%2CAdvisor 3 says%2C ""Stores E and B.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18292')"
"1850","A3AY0315YWWNXY","English",27,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners C and F.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '21429')"
